paper;Dataset;Segmentation;Normalization;Noise reduction;Features type;Feature length;Feature extraction or selection methods;Algorithm type;Architecture;Training dataset;Evaluation dataset;Validation method;Accuracy;EER;Lowest FMR;Lowest FMNR;NONE
kavsaouglu2014novel;CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;35;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 7 -with Euclidian distance;50%;50%;NA;88,89%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;40;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 7 -with Euclidian distance;50%;50%;NA;88,22%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;5;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;70,89%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;10;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;87,11%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;15;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;88,00%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;20;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;89,33%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;25;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;89,11%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;30;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;86,67%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;35;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;87,78%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;40;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;87,56%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;5;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 1 -with Euclidian distance;50%;50%;NA;67,56%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;10;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 1 -with Euclidian distance;50%;50%;NA;81,33%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;15;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 1 -with Euclidian distance;50%;50%;NA;86,56%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;20;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 1 -with Euclidian distance;50%;50%;NA;86,67%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;25;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 1 -with Euclidian distance;50%;50%;NA;86,00%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;30;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 1 -with Euclidian distance;50%;50%;NA;86,56%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;35;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 1 -with Euclidian distance;50%;50%;NA;86,44%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;40;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 1 -with Euclidian distance;50%;50%;NA;84,22%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;5;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 3 -with Euclidian distance;50%;50%;NA;65,67%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;10;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 3 -with Euclidian distance;50%;50%;NA;79,44%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;15;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 3 -with Euclidian distance;50%;50%;NA;87,22%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;20;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 3 -with Euclidian distance;50%;50%;NA;85,44%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;25;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 3 -with Euclidian distance;50%;50%;NA;84,33%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;30;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 3 -with Euclidian distance;50%;50%;NA;85,44%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;35;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 3 -with Euclidian distance;50%;50%;NA;85,67%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;40;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 3 -with Euclidian distance;50%;50%;NA;83,22%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;5;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 5 -with Euclidian distance;50%;50%;NA;65,89%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;10;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 5 -with Euclidian distance;50%;50%;NA;80,11%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;15;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 5 -with Euclidian distance;50%;50%;NA;86,33%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;20;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 5 -with Euclidian distance;50%;50%;NA;83,33%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;25;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 5 -with Euclidian distance;50%;50%;NA;83,22%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;30;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 5 -with Euclidian distance;50%;50%;NA;83,56%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;35;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 5 -with Euclidian distance;50%;50%;NA;83,78%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;40;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 5 -with Euclidian distance;50%;50%;NA;80,89%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;5;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 7 -with Euclidian distance;50%;50%;NA;64,33%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;10;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 7 -with Euclidian distance;50%;50%;NA;78,44%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;15;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 7 -with Euclidian distance;50%;50%;NA;85,00%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;20;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 7 -with Euclidian distance;50%;50%;NA;82,78%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;25;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 7 -with Euclidian distance;50%;50%;NA;82,89%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;30;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 7 -with Euclidian distance;50%;50%;NA;81,89%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;35;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 7 -with Euclidian distance;50%;50%;NA;83,44%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;40;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 7 -with Euclidian distance;50%;50%;NA;80,44%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;5;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;62,56%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;10;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;76,89%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;15;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;82,00%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;20;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;81,67%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;25;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;80,44%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;30;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;80,00%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;35;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;82,00%;NA;NA;NA;
kavsaouglu2014novel;CUSTOM 1 + CUSTOM 2;Single cycle;None;FIR Low pass 10Hz;Time domain;40;Fiducial on raw, 1st and 2nd derivative;Machine learning;KNN - 10 -with Euclidian distance;50%;50%;NA;79,67%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Fiducial;NA;NA;Machine learning;SVM ;NA;NA;NA;97,57%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Wavelet decomposition domain;NA;NA;Machine learning;SVM ;NA;NA;NA;99,88%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Morphology;NA;NA;Machine learning;SVM ;NA;NA;NA;99,19%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Fiducial;NA;Genetic algorithm;Machine learning;SVM ;NA;NA;NA;98,58%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Wavelet decomposition domain;NA;Genetic algorithm;Machine learning;SVM ;NA;NA;NA;100,00%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Morphology;NA;Genetic algorithm;Machine learning;SVM ;NA;NA;NA;100,00%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Fiducial;NA;NA;Deep Learning;MLP;NA;NA;NA;95,31%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Wavelet decomposition domain;NA;NA;Machine learning;MLP;NA;NA;NA;99,23%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Morphology;NA;NA;Machine learning;MLP;NA;NA;NA;99,18%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Fiducial;NA;Genetic algorithm;Machine learning;MLP;NA;NA;NA;97,15%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Wavelet decomposition domain;NA;Genetic algorithm;Machine learning;MLP;NA;NA;NA;100,00%;NA;NA;NA;
karimian2017human;Capnobase IEEE TBME;Single cycle;Zero mean normalization;Butterworth 3rd 1Hz-5Hz;Morphology;NA;Genetic algorithm;Machine learning;MLP;NA;NA;NA;100,00%;NA;NA;NA;
xiao2019low;CUSTOM;Single cycle;NA;Wavelet transform decomposition and recomposition;Fiducial;12;NA;Machine learning;SVM + RBF;90%;10%;10 cross fold validation;91,31%;NA;NA;NA;
spachos2011feasibility;OpenSignal PPG Dataset;Single cycle;Zero mean normalization + time scaling to 200 pts;NA;Statistical ;14;LDA;Machine learning;KNN;50%;50%;NA;NA;0,50%;NA;NA;
spachos2011feasibility;Biosec1;Single cycle;Zero mean normalization + time scaling to 200 pts;NA;Statistical ;15;LDA;Machine learning;KNN;50%;50%;NA;NA;25,00%;NA;NA;
lee2015photoplethysmography;CUSTOM;Single cycle;None;Butterworth BP 1Hz - 10Hz;Physical;22;NA;Deep learning;CNN;75%;25%;NA;NA;NA;4,20%;3,70%;
lee2019wearable;Capnobase IEEE TBME;10 cycles;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;Decision Tree;NA;NA;NA;87%;NA;NA;NA;
lee2019wearable;Capnobase IEEE TBME;10 cycles;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;KNN;NA;NA;NA;96%;NA;NA;NA;
lee2019wearable;Capnobase IEEE TBME;10 cycles;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;Random Forest;NA;NA;NA;98%;NA;NA;NA;
lee2019wearable;Capnobase IEEE TBME;30 cycles;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;Decision Tree;NA;NA;NA;91%;NA;NA;NA;
lee2019wearable;Capnobase IEEE TBME;30 cycle;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;KNN;NA;NA;NA;98%;NA;NA;NA;
lee2019wearable;Capnobase IEEE TBME;30 cycles;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;Random Forest;NA;NA;NA;99%;NA;NA;NA;
lee2019wearable;Capnobase IEEE TBME;50 cycles;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;Decision Tree;NA;NA;NA;94%;NA;NA;NA;
lee2019wearable;Capnobase IEEE TBME;50 cycles;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;KNN;NA;NA;NA;98%;NA;NA;NA;
lee2019wearable;Capnobase IEEE TBME;50 cycles;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;Random Forest;NA;NA;NA;99%;NA;NA;NA;
lee2019wearable;Capnobase IEEE TBME;100 cycles;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;Decision Tree;NA;NA;NA;93%;NA;NA;NA;
lee2019wearable;Capnobase IEEE TBME;100 cycles;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;KNN;NA;NA;NA;98%;NA;NA;NA;
lee2019wearable;Capnobase IEEE TBME;100 cycles;Zero mean normalization and mean overlaping;NA;DCT domain;NA;all features are selected;Machine learning;Random Forest;NA;NA;NA;99%;NA;NA;NA;
yao2007pilot;CUSTOM;Single cycle;None;Low pass filter 60Hz;Fiducial;NA;all features are selected;Statistical analysis;Correlation between features and identity;30 random cycle for each subjects;NA;NA;NA;NA;NA;NA;
gu2003photoplethysmographic;CUSTOM;NA;NA;NA;Fiducial;4;None;Euclidian distance;NA;NA;NA;NA;94%;NA;NA;NA;
sidek2018study;CUSTOM;Single cycle;Zero mean;Hight pass and Low pass filter 0,5Hz 3,4Hz;Fiducial;2;On raw signal;Machine learning;KNN;NA;NA;NA;92%;NA;NA;NA;
sidek2018study;CUSTOM;Single cycle;Zero mean;Butterworth 0,25Hz;Fiducial;5;On APG signal;Machine learning;KNN;NA;NA;NA;94%;NA;NA;NA;
sidek2018study;CUSTOM;Single cycle;Zero mean;Hight pass and Low pass filter 0,5Hz 3,4Hz;Fiducial;2;On raw signal;Machine learning;Bayes Network;NA;NA;NA;84%;NA;NA;NA;
sidek2018study;CUSTOM;Single cycle;Zero mean;Butterworth 0,25Hz;Fiducial;5;On APG signal;Machine learning;Bayes Network;NA;NA;NA;94%;NA;NA;NA;
sidek2018study;CUSTOM;Single cycle;Zero mean;Hight pass and Low pass filter 0,5Hz 3,4Hz;Fiducial;2;On raw signal;Deep learning;MLP;NA;NA;NA;84%;NA;NA;NA;
sidek2018study;CUSTOM;Single cycle;Zero mean;Butterworth 0,25Hz;Fiducial;5;On APG signal;Deep learning;MLP;NA;NA;NA;94%;NA;NA;NA;
sidek2018study;CUSTOM;Single cycle;Zero mean;Hight pass and Low pass filter 0,5Hz 3,4Hz;Fiducial;2;On raw signal;Machine learning;SMO;NA;NA;NA;90%;NA;NA;NA;
sidek2018study;CUSTOM;Single cycle;Zero mean;Butterworth 0,25Hz;Fiducial;5;On APG signal;Machine learning;SMO;NA;NA;NA;96%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;KNN;80,00%;20%;NA;99,76%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;RF;80,00%;20%;NA;95,77%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;LDC ;80,00%;20%;NA;91,74%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;NB;80,00%;20%;NA;94,82%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;KNN;80,00%;20%;NA;99,89%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;RF;80,00%;20%;NA;95,07%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;LDC ;80,00%;20%;NA;84,73%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;NB;80,00%;20%;NA;87,58%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;KNN;80,00%;20%;NA;99,93%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;RF;80,00%;20%;NA;92,41%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;LDC ;80,00%;20%;NA;76,49%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;NB;80,00%;20%;NA;66,32%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;KNN;80,00%;20%;NA;93,69%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;RF;80,00%;20%;NA;84,50%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;LDC ;80,00%;20%;NA;82,28%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;NB;80,00%;20%;NA;95,28%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;KNN;80,00%;20%;NA;96,93%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;RF;80,00%;20%;NA;85,19%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;LDC ;80,00%;20%;NA;81,78%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;NB;80,00%;20%;NA;95,19%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;KNN;80,00%;20%;NA;99,78%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;RF;80,00%;20%;NA;91,25%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;LDC ;80,00%;20%;NA;79,09%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;NB;80,00%;20%;NA;89,94%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;KNN;80,00%;20%;NA;99,54%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;RF;80,00%;20%;NA;97,17%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;LDC ;80,00%;20%;NA;95,05%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 extractor;Machine learning;NB;80,00%;20%;NA;98,91%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;KNN;80,00%;20%;NA;99,72%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;RF;80,00%;20%;NA;94,05%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;LDC ;80,00%;20%;NA;90,57%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 extractor;Machine learning;NB;80,00%;20%;NA;97,96%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;KNN;80,00%;20%;NA;99,95%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;RF;80,00%;20%;NA;95,33%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;LDC ;80,00%;20%;NA;83,24%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 3 extractor;Machine learning;NB;80,00%;20%;NA;93,98%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2extractor;Machine learning;KNN;80,00%;20%;NA;99,88%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2extractor;Machine learning;RF;80,00%;20%;NA;96,94%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2extractor;Machine learning;LDC ;80,00%;20%;NA;97,54%;NA;NA;NA;
